,parameter,fraction,units,method_speciation,num_decimal_places,class,class_type,trout_class,spatial_extent,sampling_period,sampling_period_units,strata,type,use,water_type,pollutant,standard_type,narrative,wqs_threshold,statistic,min_n,block,direction,threshold,threshold_units,summarize_rows,summarize_rows_operator,num_rows_to_summarize,aggregate_parameter,wqs_75p_threshold_formula,wqs_75p_threshold
97,ammonia,total,ug/l,as N,1,c(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
98,ammonia,total,ug/l,as N,1,c(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
99,ammonia,total,ug/l,as N,1,b(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
100,ammonia,total,ug/l,as N,1,b(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
101,ammonia,total,ug/l,as N,1,a(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
102,ammonia,total,ug/l,as N,1,a(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
103,ammonia,total,ug/l,as N,1,a-special(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
104,ammonia,total,ug/l,as N,1,a-special(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
105,ammonia,total,ug/l,as N,1,aa(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
106,ammonia,total,ug/l,as N,1,aa(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
107,ammonia,total,ug/l,as N,1,aa-special(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
108,ammonia,total,ug/l,as N,1,aa-special(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
109,ammonia,total,ug/l,as N,1,c(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
110,ammonia,total,ug/l,as N,1,c(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
111,ammonia,total,ug/l,as N,1,b(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
112,ammonia,total,ug/l,as N,1,b(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
113,ammonia,total,ug/l,as N,1,a(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
114,ammonia,total,ug/l,as N,1,a(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
115,ammonia,total,ug/l,as N,1,a-special(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
116,ammonia,total,ug/l,as N,1,a-special(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
117,ammonia,total,ug/l,as N,1,aa(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
118,ammonia,total,ug/l,as N,1,aa(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
119,ammonia,total,ug/l,as N,1,aa-special(ts),fresh,trout_spawning,nys,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
120,ammonia,total,ug/l,as N,1,aa-special(ts),fresh,trout_spawning,great_lakes,January-December,month,none,aquatic_chronic,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
121,ammonia,total,ug/l,as N,1,d,fresh,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
122,ammonia,total,ug/l,as N,1,d,fresh,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
123,ammonia,total,ug/l,as N,1,d,fresh,none,nys,January-December,month,none,aquatic_acute,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
124,ammonia,total,ug/l,as N,1,d,fresh,none,great_lakes,January-December,month,none,aquatic_acute,fishing,pond,TRUE,water_quality_standard,Standard is based on pH and temperature,thresh_total_ammonia,none,1,single,<=,NA,mg/l,FALSE,NA,1,NA,NA,NA
125,ammonia,total,ug/l,as N,1,sd,saline,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
126,ammonia,total,ug/l,as N,1,sd,saline,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
127,ammonia,total,ug/l,as N,1,sc,saline,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
128,ammonia,total,ug/l,as N,1,sc,saline,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
129,ammonia,total,ug/l,as N,1,i,saline,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
130,ammonia,total,ug/l,as N,1,i,saline,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
131,ammonia,total,ug/l,as N,1,sb,saline,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
132,ammonia,total,ug/l,as N,1,sb,saline,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
133,ammonia,total,ug/l,as N,1,sa,saline,none,nys,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
134,ammonia,total,ug/l,as N,1,sa,saline,none,great_lakes,January-December,month,none,aquatic_acute,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3; 230 ug/L,none,none,1,single,<=,230,ug/l,FALSE,NA,1,NA,NA,NA
135,ammonia,total,ug/l,as N,1,sc,saline,none,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
136,ammonia,total,ug/l,as N,1,sc,saline,none,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
137,ammonia,total,ug/l,as N,1,i,saline,none,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
138,ammonia,total,ug/l,as N,1,i,saline,none,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
139,ammonia,total,ug/l,as N,1,sb,saline,none,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
140,ammonia,total,ug/l,as N,1,sb,saline,none,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
141,ammonia,total,ug/l,as N,1,sa,saline,none,nys,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
142,ammonia,total,ug/l,as N,1,sa,saline,none,great_lakes,January-December,month,none,aquatic_chronic,fishing,flow,TRUE,water_quality_standard,Applies to un-ionized ammonia as NH3. 35 ug/L,none,none,1,single,<=,35,ug/l,FALSE,NA,1,NA,NA,NA
143,arsenic,total,ug/l,none,0,a,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
144,arsenic,total,ug/l,none,0,a(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
145,arsenic,total,ug/l,none,0,a(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
146,arsenic,total,ug/l,none,0,a,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
147,arsenic,total,ug/l,none,0,a(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
148,arsenic,total,ug/l,none,0,a(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
149,arsenic,total,ug/l,none,0,a-special,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
150,arsenic,total,ug/l,none,0,a-special(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
151,arsenic,total,ug/l,none,0,a-special(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
152,arsenic,total,ug/l,none,0,a-special,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
153,arsenic,total,ug/l,none,0,a-special(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
154,arsenic,total,ug/l,none,0,a-special(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
155,arsenic,total,ug/l,none,0,aa,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
156,arsenic,total,ug/l,none,0,aa(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
157,arsenic,total,ug/l,none,0,aa(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
158,arsenic,total,ug/l,none,0,aa,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
159,arsenic,total,ug/l,none,0,aa(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
160,arsenic,total,ug/l,none,0,aa(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
161,arsenic,total,ug/l,none,0,aa-special,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
162,arsenic,total,ug/l,none,0,aa-special(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
163,arsenic,total,ug/l,none,0,aa-special(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
164,arsenic,total,ug/l,none,0,aa-special,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
165,arsenic,total,ug/l,none,0,aa-special(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
166,arsenic,total,ug/l,none,0,aa-special(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,flow,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.853
167,arsenic,total,ug/l,none,0,a,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
168,arsenic,total,ug/l,none,0,a(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
169,arsenic,total,ug/l,none,0,a(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
170,arsenic,total,ug/l,none,0,a,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
171,arsenic,total,ug/l,none,0,a(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
172,arsenic,total,ug/l,none,0,a(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
173,arsenic,total,ug/l,none,0,a-special,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
174,arsenic,total,ug/l,none,0,a-special(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
175,arsenic,total,ug/l,none,0,a-special(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
176,arsenic,total,ug/l,none,0,a-special,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
177,arsenic,total,ug/l,none,0,a-special(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
178,arsenic,total,ug/l,none,0,a-special(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
179,arsenic,total,ug/l,none,0,aa,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
180,arsenic,total,ug/l,none,0,aa(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
181,arsenic,total,ug/l,none,0,aa(ts),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
182,arsenic,total,ug/l,none,0,aa,fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
183,arsenic,total,ug/l,none,0,aa(t),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
184,arsenic,total,ug/l,none,0,aa(ts),fresh,all,great_lakes,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
185,arsenic,total,ug/l,none,0,aa-special,fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
186,arsenic,total,ug/l,none,0,aa-special(t),fresh,all,nys,January-December,month,none,health_water-source,source of water supply,pond,TRUE,water_quality_standard,50 ug/L,none,none,1,single,<=,50,ug/l,FALSE,NA,1,NA,NA,0.812
